index,id,title_len,type,description ,release_year,runtime,imdb_score,theme,actor,movies_shows_by_year 
768,63368,16,Movie,"An intimate, and often humorous, portrait of three generations of exile in the refugee camp of Ein el-Helweh, in southern Lebanon. Based on a wealth of personal recordings, family archives, and historical footage, the film is a sensitive, and illuminating study of belonging, friendship, and family in the lives of those for whom dispossession is the norm, and yearning their daily lives.",2012,93,7.8,Family,Mahdi Fleifel,67
770,183037,5,Movie,"Having conquered the Asian underworld, crime boss Don sets in motion a plan that will give him dominion over Europe.",2011,139,7.1,Crime,Shah Rukh Khan,57
772,37175,33,Movie,"Stand-up comedian and ventriloquist Jeff Dunham. Enter the ultimate hunted house where Walter transforms into something grumpier than he already is! Watch Bubba J. rise from the dead! Meet Peanut's alter ego, The Purple Venger of the Night, and his spicy sidekick! and witness Achmed litterally dressed to kill in an outfit terrify the most terrifying terrorist!",2012,80,7.0,Horror,Jeff Dunham,67
773,181856,29,Movie,"Jeff Dunham is back in his fourth concert event, with all-new material. All the favorites are here: Walter, the grumpy retiree; furry and manic Peanut; Jose JalapeÃ±o, the spicy pepper from south of the border; plus bumbling skeletal Achmed the Dead Terrorist. Dunham is also joined by two never-before-seen characters certain to unleash their own unique havoc on stage.",2011,90,7.4,Music,Jeff Dunham,57
774,178106,13,Movie,"A gang of innocent but feisty kids who lead carefree lives in Chandan Nagar colony, take on the big bad world of politics when one of their friend's life is endangered.",2011,140,7.5,Drama,Irfan Khan,57
775,175909,17,Movie,"After running away from home in search of movie stardom, a village girl rises to become a prominent sex symbol.",2011,144,6.6,Family,Vidya Balan,57
776,74031,24,Movie,An aspiring actor and a struggling DJ team up to pursue the ladies they love and a diamond that rightfully belongs to their oversexed dog.,2012,137,5.0,Romance,Tusshar Kapoor,67
777,57610,7,Movie,"A cop, investigating the mysterious death of a filmstar, meets a sex-worker, while he faces some personal problems psychologically. The mystery connects these people in a way, that ultimately changes their lives.",2012,149,7.3,Mystery,Aamir Khan,67
778,27875,13,Show,"Masha, it turns out, loves to tell stories! And she tells them, as would any child with creativity, a little in her own way - because children see the world, not as we, adults.",2012,5,6.4,Family,Alina Kukushkina,67
779,6879,15,Show,A former high-ranking financial executive finds redemption and romance when he's paroled after a prison sentence and becomes a math teacher.,2012,45,8.5,Romance,Iv√°n √Ålvarez de Araya,67
781,53829,15,Movie,"Blitz Patrollie chronicles the adventures of Rummy Augustine (Joey Rasdien) and his partner, Ace Dikolobe (David Kau), police officers who have had the misfortune of being stationed in a little known depot in the belly of the Johannesburg CBD.",2012,101,5.4,Crime,Chris Forrest,67
782,47171,15,Movie,A shopkeeper takes God to court when his shop is destroyed by an earthquake.,2012,125,8.1,Crime,Paresh Rawal,67
783,65765,9,Movie,An ex-mercenary known for finding missing children is hired by a mixed martial arts fighter whose daughter has been kidnapped.,2012,115,6.0,Action,Jean-Claude Van Damme,67
784,70528,8,Movie,"Cassim Kaif is a young Muslim man who works in his father's fabric shop in Fordsburg, Johannesburg. In the family tradition, Cassim, as the only son, is expected to take over the family business from his father.",2012,94,7.3,Family,Riaad Moosa,67
785,161804,10,Movie,"Quiet and introverted toll booth clerk Kenan's life, a humdrum routine between the Tavsancik toll booth plaza and his home, will change the day the new operations chief comes to inspect Tavsancik.",2011,96,6.4,Drama,Serkan Ercan,57
786,169128,14,Movie,"The inspirational tale of Chippey, the young scout elf who is assigned by Santa to restore Taylor McTuttle's belief in Christmas magic. When the boy breaks the number one Elf on the Shelf rule, Chippey loses his Christmas magic; the entire McTuttle family loses is scout elf, and both Taylor and Chippey lose their self-respect. Through the power of love and forgiveness, both of them learn the most important lesson of all: that true belief cannot be taught.",2011,24,5.2,Fantasy,Leslie Bellair,57
787,39112,11,Show,Looking for adventure? Then come along as Justin and his imaginary pals Olive and Squidgy star in the biggest stories of all time. Justinâ€™s imagination catapults him into larger-than-life adventures all around the world!,2011,15,6.0,Drama,Gage Munroe,57
789,174518,9,Movie,"Lovely Singh is extremely respectful of Mr Rana and his daughter Divya. While appointed as Divya's bodyguard, he falls in love with a girl he has never met, unaware that she is none other than Divya.",2011,134,4.6,Romance,Salman Khan,57
790,180532,7,Movie,Five substance-abusing friends decide to fake a kidnapping in order to bribe a police constable for covering-up a hit-and-run accident.,2011,126,7.3,Crime,Rajeev Khandelwal,57
791,35700,16,Movie,Paan Singh Tomar goes from celebrated runner to star brigand and rebel when life after sports fails to unfold as planned.,2012,135,8.2,Drama,Irrfan Khan,67
794,164090,45,Movie,"""Last Comic Standing"" runner-up Lavell Crawford lords over a hometown crowd at St. Louis's Orpheum Theatre, raking in the love -- and the laughs. Jokes cover the hilarity of presidential politics and the social scene in heaven.",2011,90,6.9,Romance,Lavell Crawford,57
795,71992,11,Movie,"Chandrashekhar lives alone in a dark and violent city. Even with crime occurring all around him, he withdraws from all responsibility and lives quietly. Soon, change is forced upon him in order to catch a serial killer. Like a grandmaster who anticipates his opponents moves well in advance, he proceeds forward. But only once, just once, he makes a fatal mistake.",2012,130,6.9,Crime,Mohanlal,67
796,59372,25,Movie,"Legend knows him as an archer of unwavering focus, the soldier who fought a battle in his own heart before taking up arms against his enemy. This is the untold story of Arjun, hero of the Mahabharata. A precocious talent plunged from boyhood and innocence into a murky world of deceit and betrayal, coming of age to become the most powerful warrior of his time. From the dusty plains of Hastinapur to the icy peaks of the Himalayas, Arjun: The Warrior Prince is the story of a man discovering what it takes to be a hero.",2012,96,6.7,Action,Yuddvir Bakolia,67
797,160021,16,Movie,"Fang Zhen Dong (Liu Ye) is a patrolling officer in Beijing who one night meets the drunk Li Pei Ru (Shu Qi) while singing karaoke at the KTV place. Li Pei Ru is a real estate agent from Hong Kong who has vowed to make her fortune in the cosmoplitan Beijing, but is caught up in the complexities of life and ends up becoming a mistress of a married man.",2011,122,6.7,Drama,Liu Ye,57
798,54371,9,Movie,A man can no longer tolerate injustice and corruption and he becomes a vigilante to fight for a better society.,2012,162,5.1,Action,Jiiva,67
799,38013,7,Movie,"Learning of a fortune in gold being secretly shipped to Romania, master thieves Charlie and Riya assemble a crack team to steal it.",2012,165,4.2,Crime,Abhishek Bachchan,67
800,39606,22,Movie,"In a quaint village of Haryana lives Miny, a free-spirited tomboy who instantly wins your heart with her bubbly personality. Her father, Bhatti, runs an auto-rickshaw business and is adamant to marry her off against her liking to Sunny. The male protagonist Viren, is a humble and ambitious rickshaw driver working for Miny's father. Bhatti, insecure about Viren's success, sells of all the rickshaws where Viren had carefully stashed his life savings. In an attempt to recover his money from Bhatti, Viren storms into Miny's engagement with fury. This gives Miny the perfect opportunity to escape her marriage and so she stages a kidnap. However, the kidnap goes all wrong and she and Viren land up in Viren's family mansion. Eventually, Miny's father arrives with the ransom that she had asked for and takes her back home. Back in Punjab, while she is being married off to Sunny...",2012,126,5.8,Family,Ritesh Deshmukh,67
